ID ведомства из ФРГУ,Название ведомства,Код ОКАТО региона предоставления,Источник получения данных с оценками,Идентификатор источника получения данных,Идентификатор в ИАС МКГУ,ID услуги из ФРГУ,Название услуги,Дата получения услуги,Идентификатор оцениваемого критерия (показателя),Наименование оцениваемого критерия (показателя),Значение показателя,Единицы измерения оценки (показателя),Дата и время получения оценки,"Мнение получателя услуги, выраженное в текстовом комментарии"
10001300013,Отделение УФМС России по Смоленской области в Заднепровском районе города Смоленска,66000000000,Вашконтроль.ру,2,610257,10000020393,Регистрационный учет граждан Российской Федерации по месту пребывания и по месту жительства в пределах Российской Федерации,2013-12-02 00:00:00 UTC,12,"Комфортность условий в помещении, в котором предоставлена государственная услуга",1,баллы,2013-12-02 12:39:42 UTC,Регистрируют 2 раза в неделю по 3 часа в день.очереди огромные. В кобинете 2 человека из которых 1 только регистрирует. Второй выдает бланки нечего толком не обьясняя. Мол все есть на стенде. На стенде информация отсутствует как прописывать новорожденных. Заполнеш бланки произвольно заставляют переписовать. В итоге простая процедура растягивается на 2 Недели. Одним словом дурдом. Не ужелить нельзя повесить образци на стенд и работать с населением каждый день. Спрашивоется зашло они получают зарплату.
10001300013,Отделение УФМС России по Смоленской области в Заднепровском районе города Смоленска,66000000000,Вашконтроль.ру,2,610258,10000020393,Регистрационный учет граждан Российской Федерации по месту пребывания и по месту жительства в пределах Российской Федерации,2013-12-02 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,1,баллы,2013-12-02 12:39:42 UTC,Регистрируют 2 раза в неделю по 3 часа в день.очереди огромные. В кобинете 2 человека из которых 1 только регистрирует. Второй выдает бланки нечего толком не обьясняя. Мол все есть на стенде. На стенде информация отсутствует как прописывать новорожденных. Заполнеш бланки произвольно заставляют переписовать. В итоге простая процедура растягивается на 2 Недели. Одним словом дурдом. Не ужелить нельзя повесить образци на стенд и работать с населением каждый день. Спрашивоется зашло они получают зарплату.
10000001022,Федеральная миграционная служба,,Виджеты,3,610274,10001959166,"Оформление и выдача паспортов гражданина Российской Федерации, удостоверяющих личность гражданина Российской Федерации за пределами территории Российской Федерации, содержащих электронные носители информации, и их учет",2013-12-02 00:00:00 UTC,13,Доступность информации о порядке предоставления государственной услуги,1,баллы,2013-12-02 13:52:22 UTC,"Ваша ""Горячая линия"" настолько ""Горячая"", что за два часа попыток дозвониться никто так и не снял трубку. Так же никто не снял трубку по номерам телефонов: 358427/25/89 и 341224, хотя девушка по телефону 358472 сказала,что рабочий день отдела загранпаспортов до 18-00. И даже автоинформатор молчит.Печально как-то."
10000001022,Федеральная миграционная служба,,Виджеты,3,610324,10000008589,"Оформление и выдача паспортов гражданина Российской Федерации, удостоверяющих личность гражданина Российской Федерации за пределами территории Российской Федерации",2013-12-02 00:00:00 UTC,36,Доступность информации о порядке предоставления государственной услуги,1,баллы,2013-12-02 19:36:45 UTC,Можно ли проверить на сайте готовность заграничного паспорта старого образца? Ни каких подтверждающих документов или регистрационных номеров  при сдаче документов 28.11.2013 в отделении ФМС г. Химки лично не выдали. 
10000001022,Федеральная миграционная служба,,Виджеты,3,610325,10000008589,"Оформление и выдача паспортов гражданина Российской Федерации, удостоверяющих личность гражданина Российской Федерации за пределами территории Российской Федерации",2013-12-02 00:00:00 UTC,38,"Удобство процедур предоставления государственной услуги, включая процедуры и доступность информации при подаче заявления, записи на прием, подачи заявления, оплаты обязательных платежей, информирования заявителя о ходе предоставления госуслуги",1,баллы,2013-12-02 19:36:45 UTC,Можно ли проверить на сайте готовность заграничного паспорта старого образца? Ни каких подтверждающих документов или регистрационных номеров  при сдаче документов 28.11.2013 в отделении ФМС г. Химки лично не выдали. 
10000001022,Федеральная миграционная служба,,Виджеты,3,610378,10000000611,"Выдача, замена паспорта гражданина Российской Федерации, удостоверяющего личность гражданина Российской Федерации на территории Российской Федерации",2013-12-02 00:00:00 UTC,36,Доступность информации о порядке предоставления государственной услуги,5,баллы,2013-12-03 06:51:13 UTC,Услуга оказана на высоком уровне
10000001022,Федеральная миграционная служба,,Виджеты,3,610379,10000000611,"Выдача, замена паспорта гражданина Российской Федерации, удостоверяющего личность гражданина Российской Федерации на территории Российской Федерации",2013-12-02 00:00:00 UTC,37,"Время ожидания ответа на подачу заявления, время предоставления государственной услуги",5,баллы,2013-12-03 06:51:13 UTC,Услуга оказана на высоком уровне
10000001022,Федеральная миграционная служба,,Виджеты,3,610380,10000000611,"Выдача, замена паспорта гражданина Российской Федерации, удостоверяющего личность гражданина Российской Федерации на территории Российской Федерации",2013-12-02 00:00:00 UTC,38,"Удобство процедур предоставления государственной услуги, включая процедуры и доступность информации при подаче заявления, записи на прием, подачи заявления, оплаты обязательных платежей, информирования заявителя о ходе предоставления госуслуги",5,баллы,2013-12-03 06:51:13 UTC,Услуга оказана на высоком уровне
10000001022,Федеральная миграционная служба,,Вашконтроль.ру,2,610664,10001959166,"Оформление и выдача паспортов гражданина Российской Федерации, удостоверяющих личность гражданина Российской Федерации за пределами территории Российской Федерации, содержащих электронные носители информации, и их учет",2013-12-03 00:00:00 UTC,9,Время предоставления государственной услуги,1,баллы,2013-12-03 12:10:46 UTC,"При получении заграничного паспорта нового поколения  через портал гос.услуг я была в шоке от увиденного в УФМС России по Воронежской области по Советскому району г.Воронежа расположенного по ул.Г.Сибиряков д.11, который принимает 1 раз в неделю с 9.00 до 13.00,принимает 1 человек, хотя судя по фае в котором расположено около 8 рабочих мест, которые почему то пустуют? Придя по указанному адресу к 9.00 я была 30 как оказалось мне сообщил молодой человек который всех записывал на листок бумаги.Это где такое видано, подавая документы через интернет ты приходишь в УФМС отдать квитанцию об оплате и ждешь в очереди 4 часа?. Мне кажется мы опять возвращаемся в ""КАМЕННЫЙ ВЕК"". Не ужели  нельзя приглашать в УФМС строго по времени?. Ну а некоторые отстояв очередь 4часа вообще не попали в 15 кабинет где принимают людей подавших заявление на получение заграничного паспорта нового поколения  через интернет. Им сказали приходите через неделю,может повезет.Прошу организовать нормальную работу  УФМС России по Воронежской области по Советскому району г.Воронежа расположенного по ул.Г.Сибиряков д.11."
10000001022,Федеральная миграционная служба,,Вашконтроль.ру,2,610665,10001959166,"Оформление и выдача паспортов гражданина Российской Федерации, удостоверяющих личность гражданина Российской Федерации за пределами территории Российской Федерации, содержащих электронные носители информации, и их учет",2013-12-03 00:00:00 UTC,10,Время ожидания в очереди при получении государственной услуги,1,баллы,2013-12-03 12:10:47 UTC,"При получении заграничного паспорта нового поколения  через портал гос.услуг я была в шоке от увиденного в УФМС России по Воронежской области по Советскому району г.Воронежа расположенного по ул.Г.Сибиряков д.11, который принимает 1 раз в неделю с 9.00 до 13.00,принимает 1 человек, хотя судя по фае в котором расположено около 8 рабочих мест, которые почему то пустуют? Придя по указанному адресу к 9.00 я была 30 как оказалось мне сообщил молодой человек который всех записывал на листок бумаги.Это где такое видано, подавая документы через интернет ты приходишь в УФМС отдать квитанцию об оплате и ждешь в очереди 4 часа?. Мне кажется мы опять возвращаемся в ""КАМЕННЫЙ ВЕК"". Не ужели  нельзя приглашать в УФМС строго по времени?. Ну а некоторые отстояв очередь 4часа вообще не попали в 15 кабинет где принимают людей подавших заявление на получение заграничного паспорта нового поколения  через интернет. Им сказали приходите через неделю,может повезет.Прошу организовать нормальную работу  УФМС России по Воронежской области по Советскому району г.Воронежа расположенного по ул.Г.Сибиряков д.11."
